badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
7278,"Shinderuk, Marina A.",Communications Dispatcher Supervisor,C314H  ,Comm - 2Nd W (B) - Ca,Marina,A,Shinderuk
8177,"Shinn, Peter Sewall",Identification Data Specialist,B763A  ,Afis Administration,Peter,Sewall,Shinn
7470,"Shopay, Nathan P",Police Sergeant,B122W  ,North Pct 2Nd W - John Relief,Nathan,P,Shopay
7086,"Shorter, Shirley M",Police Data Technician,C521B  ,Data Center - Swing Shift,Shirley,M,Shorter
6803,"Sideris, Vasilios B",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Vasilios,B,Sideris
8455,"Sierra, Mark",Police Officer,B231R  ,South Pct 1St W - Robert,Mark,,Sierra
7660,"Siler, Jennifer L",Acting Police Officer Detective,A810B  ,Hr - Background Investigations,Jennifer,L,Siler
6919,"Silva, Jose R",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Jose,R,Silva
7727,"Silvagni, Michael P.",Police Officer,B182E  ,Crg - Squad 82E,Michael,P,Silvagni
6347,"Simmons, Cory M",Police Sergeant,B121L  ,North Pct 1St W - Lincoln,Cory,M,Simmons
7439,"Simmons, David J",Police Officer Detective,B712R  ,Robbery Squad A,David,J,Simmons
5369,"Simpson, Paul D",Police Officer,A810X  ,Hr - Department Unavailable Person~,Paul,D,Simpson
8267,"Sims, Jessica",Parking Enfor Officer,B637T  ,Parking Enforcement - Training Squ~,Jessica,,Sims
6331,"Sinn, Andre E",Acting Police Officer Detective,A810D  ,Hr - Recruitment,Andre,E,Sinn
8645,"Sires, David G",Police Officer,B241T  ,East Pct 1St W - E/G Relief (Charl~,David,G,Sires
8164,"Sisley, Jake D",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Jake,D,Sisley
7826,"Skeie, Jonathan D",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Jonathan,D,Skeie
8042,"Skeslien, Breanna E",Police Comm Dispatcher I,C314R  ,Comm - 3Rd W (F) - Cc,Breanna,E,Skeslien
5489,"Smith, Bretton F",Acting Police Sergeant,B123V  ,North Pct 3Rd W - B/N Relief,Bretton,F,Smith
7041,"Smith, Brian Michael",Manager Ii,C311   ,Comm - Administration Management,Brian,Michael,Smith
7856,"Smith, Brian W",Office/Maintenance Aide,C502A  ,Quartermaster Squad,Brian,W,Smith
4952,"Smith, Frances I",Police Officer Detective,B731A  ,Narc - Proactive Squad A,Frances,I,Smith
6291,"Smith, John David",Police Officer,C312R  ,Comm - Internet And Telephone Repo~,John,David,Smith
5316,"Smith, Kevin L",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Kevin,L,Smith
6318,"Smith, M. Leslie",Police Sergeant Detective,A112A  ,Opa - Investigations - Team B,M.,Leslie,Smith
7714,"Smith, Micah S.",Police Officer,B121U  ,North Pct 1St W - Union,Micah,S,Smith
7988,"Smith, Paul A",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,Paul,A,Smith
8293,"Smith, Ryan M",Police Comm Dispatcher I,C313A  ,Comm - Training Detail,Ryan,M,Smith
6829,"Smith, Stephen Jr",Police Officer,B625C  ,Harbor - Squad C,Stephen,Jr,Smith
7909,"Smith, Travis A",Strategic Advisor I,A311O  ,Public Affairs,Travis,A,Smith
8302,"Smith, Tre I",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Tre,I,Smith
7930,"Smith, Trina M",Admin Specialist Iii,C110Y  ,"Apr - Audit, Policy And Research S~",Trina,M,Smith
8447,"Snyder, Michael A",Police Officer,B231T  ,South Pct 1St W - R/S Relief,Michael,A,Snyder
8300,"Sobania, Kassi A",Police Officer,B123N  ,North Pct 3Rd W - Nora,Kassi,A,Sobania
7331,"Socci, Angela M",Executive,C010   ,Budget And Finance,Angela,M,Socci
6607,"Solan, Michael P",Police Officer,B001   ,Guild President,Michael,P,Solan
8646,"Soldati, Nicholas J",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Nicholas,J,Soldati
5580,"Solomon, Mark A",Crime Prevention Coordinator,A311C  ,Community Outreach - Crime Prevent~,Mark,A,Solomon
8399,"Sommer, Benjamin W",Police Officer,B251W  ,Southwest Pct 1St W - William,Benjamin,W,Sommer
8509,"Sommerfeldt, Gabriel J",Police Officer,B252T  ,Southwest Pct 2Nd W - F/W Relief,Gabriel,J,Sommerfeldt
7242,"Somonski, Anthony J",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Anthony,J,Somonski
8666,"Sortun, Emerson I",Police Officer,B121U  ,North Pct 1St W - Union,Emerson,I,Sortun
7735,"Souriall, Jordan K.",Police Officer,B182A  ,Crg - Squad 82A,Jordan,K,Souriall
6114,"Spadaro, Marshal Cord","Parking Enfor Officer, Spvsr",B637A  ,Parking Enforcement - P1 Squad,Marshal,Cord,Spadaro
8388,"Spady, Kelly R",Police Officer,B181B  ,Crg - Squad 81B,Kelly,R,Spady
7858,"Spangenthal-Lee, Jonah",Strategic Advisor Ii,A311O  ,Public Affairs,Jonah,,Spangenthal-Lee
7374,"Sparby, Amy L.",Admin Specialist Ii,B239Y  ,South Pct Ops - Administration,Amy,L,Sparby
8713,"Spaulding, Daniel J",Police Student Officer,C125F  ,Training - Field Training Squad,Daniel,J,Spaulding
7491,"Spaulding, Michael B",Police Officer Detective,B731A  ,Narc - Proactive Squad A,Michael,B,Spaulding
7631,"Specht, Samuel D.",Police Officer,A810X  ,Hr - Department Unavailable Person~,Samuel,D,Specht
7415,"Speer, Tyler P",Police Officer,B123N  ,North Pct 3Rd W - Nora,Tyler,P,Speer
8572,"Spencer, Kame",Police Officer,B231R  ,South Pct 1St W - Robert,Kame,,Spencer
8730,"Spencer, Logan W",Police Officer Probation,B123W  ,North Pct 3Rd W - John Relief,Logan,W,Spencer
7410,"Sperry, Stephen M",Police Sergeant,B121N  ,North Pct 1St W - Nora (John),Stephen,M,Sperry
5829,"Spong, Jeffrey L",Police Officer Detective,B722C  ,Sau - Sex Offender Detail,Jeffrey,L,Spong
8766,"Sprague, Kyle A",Police Student Officer,C125F  ,Training - Field Training Squad,Kyle,A,Sprague
6244,"Sprecher, Richard A",Police Officer,C312R  ,Comm - Internet And Telephone Repo~,Richard,A,Sprecher
7437,"Squires, Kyle R",Police Officer,B231R  ,South Pct 1St W - Robert,Kyle,R,Squires
5912,"St John, Pamela K",Police Sergeant,B251T  ,Southwest Pct 1St W - F/W Relief,John,Pamela K,St
6035,"St John, Shayne E",Police Officer Detective,B712S  ,Robbery Squad B,John,Shayne E,St
6128,"Stampfl, Brian J",Police Captain,B120   ,North Pct,Brian,J,Stampfl
8679,"Stanford, Benjamin J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Benjamin,J,Stanford
4949,"Stangeland, Donna L",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Donna,L,Stangeland
6878,"Stankovich, Joseph",Police Officer Detective,B721D  ,Dv Squad D - Order Service,Joseph,,Stankovich
7154,"Steel, Chris Robert",Strategic Advisor Ii,C010C  ,Budget & Finance Planning,Chris,Robert,Steel
8691,"Steffins, Nathen D",Parking Enfor Officer,B637J  ,Parking Enforcement - P10 Squad,Nathen,D,Steffins
7503,"Steiger, Casey Alan",Police Officer,A810X  ,Hr - Department Unavailable Person~,Casey,Alan,Steiger
7552,"Steiger, Landon E",Police Officer,B233R  ,South Pct 3Rd W - Robert,Landon,E,Steiger
7053,"Stephenson, Rodger S",Admin Staff Analyst,A611B  ,Legal - Public Disclosure Team,Rodger,S,Stephenson
T139,"Stern, Katie",Video Specialist Ii,B761V  ,Video Unit,Katie,,Stern
7769,"Stevens, Christopher M",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Christopher,M,Stevens
6673,"Stevens, James L",Police Officer,A810X  ,Hr - Department Unavailable Person~,James,L,Stevens
5072,"Stevens, Johney",Police Officer,A810X  ,Hr - Department Unavailable Person~,Johney,,Stevens
5182,"Stevens, Kyle O",Police Officer,B121L  ,North Pct 1St W - Lincoln,Kyle,O,Stevens
6180,"Stevens, Sjon C.",Police Sergeant,B122B  ,North Pct 2Nd W - Boy,Sjon,C,Stevens
5442,"Stevenson, Anthony J",Police Officer Detective,B722C  ,Sau - Sex Offender Detail,Anthony,J,Stevenson
5859,"Stevenson, Robert C",Police Officer,B121L  ,North Pct 1St W - Lincoln,Robert,C,Stevenson
5782,"Stewart, Anissa R",Police Comm Dispatcher I,C314H  ,Comm - 2Nd W (B) - Ca,Anissa,R,Stewart
6830,"Stewart, James M",Police Officer,A312O  ,Navigation Team - Squad B,James,M,Stewart
4993,"Stewart, Kevin B",Acting Police Officer Detective,B732Y  ,Narc - General Investigations Unit~,Kevin,B,Stewart
6823,"Stewart, Steven J",Police Officer,B181C  ,Crg - Squad 81C,Steven,J,Stewart
5385,"Stockwell, Clay D",Police Officer,C125C  ,Training - Learning Management Sys~,Clay,D,Stockwell
5618,"Stokes, Rodney V",Police Officer Detective,A312S  ,Executive Protection Detail,Rodney,V,Stokes
6707,"Stolt, Jason M",Police Officer Detective,B713T  ,Inv Supp - Technical Assistance Sq~,Jason,M,Stolt
6079,"Stoltz, Aaron J",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Aaron,J,Stoltz
7783,"Stone, Ryan P",Police Officer,B182C  ,Crg - Squad 82C,Ryan,P,Stone
7540,"Stone, Steven O",Police Sergeant,B621D  ,Swat - Night Squad 2,Steven,O,Stone
5689,"Strand, Steven K",Police Captain,B102   ,Patrol Operations - Duty Captains,Steven,K,Strand
7140,"Streb, Anissa M",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Anissa,M,Streb
7898,"Strickland, Caleb M","Mgmt Systems Analyst, Sr",C010A  ,Budget And Finance Administration,Caleb,M,Strickland
8092,"Stringfellow, Bryan P",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Bryan,P,Stringfellow
5568,"Strom, Ann M",Admin Specialist Ii,B763F  ,Latent Prints - Squad C,Ann,M,Strom
5641,"Strom, David G","Mgmt Systems Analyst, Assistant",C510W  ,Records - Warehouse,David,G,Strom
5851,"Strong, Kipp H",Police Sergeant,B121T  ,North Pct 1St W - L/U Relief,Kipp,H,Strong
7935,"Strozier, Robert L",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Robert,L,Strozier
5984,"Strozier, Rodney C",Police Lieutenant,B231   ,South Pct 1St W,Rodney,C,Strozier
6942,"Stuart, Ian M",Police Officer,B632D  ,Traf - Motorcycle - T4 Squad,Ian,M,Stuart
6027,"Stuckey, Kevin D",Police Officer,A810X  ,Hr - Department Unavailable Person~,Kevin,D,Stuckey
6119,"Sugai, Darin M",Police Officer Detective,B713T  ,Inv Supp - Technical Assistance Sq~,Darin,M,Sugai
4452,"Suguro, Paul L",Police Officer Detective,B711B  ,Homicide Squad B,Paul,L,Suguro
8475,"Sullivan, Brendan C",Police Officer,B112M  ,West Pct 2Nd W - Mary,Brendan,C,Sullivan
8277,"Sullivan, Jennifer",Strategic Advisor Ii,A311O  ,Public Affairs,Jennifer,,Sullivan
8809,"Sun, Adam",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Adam,,Sun
7829,"Sunde, Heather L",Admin Specialist Iii,B722Y  ,Sau - Sexual Aslt & Child Abuse Un~,Heather,L,Sunde
7465,"Sunderland, Brian L_Jr",Police Officer,B712H  ,Gun Violence Reduction Squad B,Brian,L_Jr,Sunderland
8549,"Suska, Filip",Police Officer,B112T  ,West Pct 2Nd W - K/Q Relief,Filip,,Suska
8738,"Svedin, Louis E",Police Officer Probation,B121B  ,North Pct 1St W - Boy (John),Louis,E,Svedin
8219,"Swalwell, Stacy M",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Stacy,M,Swalwell
5561,"Swank, Keith R",Police Captain,B620   ,Special Services Section,Keith,R,Swank
8677,"Swann, Roger A",Police Officer,B121V  ,North Pct 1St W - B/N Relief (John~,Roger,A,Swann
6671,"Swanson, Troy C",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Troy,C,Swanson
8372,"Swartz, Andrew J",Police Officer,B123W  ,North Pct 3Rd W - John Relief,Andrew,J,Swartz
5178,"Sweeney, David T",Police Lieutenant,B1222  ,North Pct 2Nd W - Nw,David,T,Sweeney
7507,"Swenson, Jeffrey E",Police Officer,C121B  ,Training - Advanced - Squad B,Jeffrey,E,Swenson
8285,"Swineford, Miranda A R",Police Comm Dispatcher I,C314Q  ,Comm - 3Rd W (E) - Cc,Miranda,A R,Swineford
5644,"Sylvester, David J",Police Sergeant,B182B  ,Crg - Squad 82B,David,J,Sylvester
7026,"Tait, Susan R",Police Communications Analyst,A611A  ,Legal - Support Team,Susan,R,Tait
5363,"Takemoto, Paul H",Police Officer Detective,B711B  ,Homicide Squad B,Paul,H,Takemoto
8833,"Taleho, Michael E",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Michael,E,Taleho
5421,"Tanaka, Noreen K",Admin Specialist Ii,B760Y  ,Forensics Section - Administration,Noreen,K,Tanaka
8168,"Taylor, Geneva",Planning & Development Specialist Ii,A120B  ,Opa - Communications And Outreach,Geneva,,Taylor
8120,"Taylor, James P",Identification Data Specialist,B763A  ,Afis Administration,James,P,Taylor
6273,"Taylor, Jessica M",Police Lieutenant,B230F  ,South Pct - Force Review,Jessica,M,Taylor
5801,"Teeter, Michael S",Police Captain,C120   ,Training And Education Section,Michael,S,Teeter
8558,"Terrell, Robert J",Police Officer,B252F  ,Southwest Pct 2Nd W - Frank,Robert,J,Terrell
6709,"Terry, David C",Police Sergeant,B253T  ,Southwest Pct 3Rd W - F/W Relief,David,C,Terry
5717,"Testerman, Travis E",Police Officer,A810X  ,Hr - Department Unavailable Person~,Travis,E,Testerman
6125,"Thach, Linh",Crime Prevention Coordinator,A311C  ,Community Outreach - Crime Prevent~,Linh,,Thach
8100,"Thach, Tey C",Strategic Advisor I,A210B  ,Emergency Mgmnt - Education And Ou~,Tey,C,Thach
4748,"Thomas, Brad W",Police Sergeant Detective,A810X  ,Hr - Department Unavailable Person~,Brad,W,Thomas
5575,"Thomas, Brenda K",Admin Support Supervisor,B763A  ,Afis Administration,Brenda,K,Thomas
6334,"Thomas, Brian M",Police Officer,B121U  ,North Pct 1St W - Union,Brian,M,Thomas
8707,"Thomas, Ella S",Police Officer,B242E  ,East Pct 2Nd W - Edward,Ella,S,Thomas
7188,"Thomas, Hugh Durand",Admin Staff Analyst,B750Y  ,Coordinated Crim Inv Section - Adm~,Hugh,Durand,Thomas
8023,"Thomas, James L",Latent Print Examiner,B763D  ,Latent Prints - Squad A,James,L,Thomas
7679,"Thomas, Jesse A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Jesse,A,Thomas
8154,"Thomas, Nathaniel L","Evidence Warehouser, Sr",B762B  ,Evidence Warehouse - Squad B,Nathaniel,L,Thomas
7347,"Thomas, Quinn",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Quinn,,Thomas
6856,"Thomas, Robert W",Police Officer,B712I  ,Gun Violence Reduction Squad C,Robert,W,Thomas
7712,"Thometz, Casey L",Police Officer,B182D  ,Crg - Squad 82D,Casey,L,Thometz
8590,"Thompson, Aaron A",Police Officer,B112M  ,West Pct 2Nd W - Mary,Aaron,A,Thompson
7321,"Thompson, Casey",Admin Specialist Iii,B239Y  ,South Pct Ops - Administration,Casey,,Thompson
8834,"Thompson, Jason T F",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Jason,T F,Thompson
6913,"Thompson, Jeffery C",Police Officer,B181C  ,Crg - Squad 81C,Jeffery,C,Thompson
7905,"Thompson, Vaughn L","Personnel Specialist, Asst",A810B  ,Hr - Background Investigations,Vaughn,L,Thompson
6738,"Thomsen, James G",Police Officer,C121R  ,Training - Firearms Squad A,James,G,Thomsen
6836,"Thorp, Adam D",Police Officer Detective,B721A  ,Dv Squad A - Investigations,Adam,D,Thorp
8346,"Thrash, Domisi L",Police Officer,A810X  ,Hr - Department Unavailable Person~,Domisi,L,Thrash
6645,"Tietjen, Michael A",Police Sergeant,B122U  ,North Pct 2Nd W - Union,Michael,A,Tietjen
8167,"Tippins, Jennifer","Planning & Development Specialist, Sr",A120B  ,Opa - Communications And Outreach,Jennifer,,Tippins
8467,"To, Jeffrey H",Police Officer,B233S  ,South Pct 3Rd W - Sam,Jeffrey,H,To
5998,"Toalson, Britt W","Photographer, Sr",B761P  ,Photo Lab,Britt,W,Toalson
7694,"Todorov, Kalin V.",Police Officer,A810X  ,Hr - Department Unavailable Person~,Kalin,V,Todorov
7885,"Tolmie, Michi Kei",Admin Specialist Ii,B129Y  ,North Pct Ops - Administration,Michi,Kei,Tolmie
6690,"Toman, Christopher M",Police Sergeant,B232T  ,South Pct 2Nd W - R/S Relief,Christopher,M,Toman
5913,"Tomlinson, Gregory P",Police Officer Detective,B712I  ,Gun Violence Reduction Squad C,Gregory,P,Tomlinson
6494,"Ton, Ai-Lien",Latent Print Examiner,B763E  ,Latent Prints - Squad B,Ai-Lien,,Ton
6322,"Topacio, Adonis L",Police Officer Detective,B752A  ,"Fraud, Forgery And Financial Explo~",Adonis,L,Topacio
5296,"Torres, Michael J",Acting Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Michael,J,Torres
4743,"Torrescano, Adolph C",Police Officer,C121R  ,Training - Firearms Squad A,Adolph,C,Torrescano
7978,"Torresdiaz, Michelle A",Police Comm Dispatcher I,C314D  ,Comm - 1St W (D) - Cb,Michelle,A,Torresdiaz
5214,"Torrey, Terryl L",Parking Enfor Officer,B637C  ,Parking Enforcement - P3 Squad,Terryl,L,Torrey
6286,"Tovar, Juan",Police Sergeant Detective,A112A  ,Opa - Investigations - Team B,Juan,,Tovar
3955,"Towne, Rolf W",Police Lieutenant,A810X  ,Hr - Department Unavailable Person~,Rolf,W,Towne
7178,"Toyoshima, Nanette Knox",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Nanette,Knox,Toyoshima
8013,"Tran, Truong T",Accountant,C501B  ,Fiscal - Squad B,Truong,T,Tran
5445,"Traver, Gregory L",Police Sergeant,B242T  ,East Pct 2Nd W - E/G Relief,Gregory,L,Traver
5578,"Traverso, Ronnie D",Police Officer Detective,B752B  ,Auto Theft,Ronnie,D,Traverso
5433,"Trinh, Jung B",Police Lieutenant,B243   ,East Pct 3Rd W,Jung,B,Trinh
8187,"Tripp, Cam",Strategic Advisor Iii,A800L  ,Hr - Leadership Development,Cam,,Tripp
8773,"Tristan, Rosendo D",Police Student Officer,C125F  ,Training - Field Training Squad,Rosendo,D,Tristan
7936,"Trupiano, Carole",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Carole,,Trupiano
7616,"Trykar, Tomas",Police Officer,B122B  ,North Pct 2Nd W - Boy,Tomas,,Trykar
7348,"Tsimi, Yannick",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Yannick,,Tsimi
7749,"Tucker, Fred S",Police Officer,B121N  ,North Pct 1St W - Nora (John),Fred,S,Tucker
7445,"Tucker, Jason Manuel",Police Officer,C121E  ,Training - Advanced - Squad C,Jason,Manuel,Tucker
5591,"Tucker, Latonya N",Executive Assistant,C000Y  ,Coo - Chief Operating Officer - Ad~,Latonya,N,Tucker
8468,"Turk, Preston J",Police Officer,B112K  ,West Pct 2Nd W - King,Preston,J,Turk
7370,"Turner, Juliann","Police Comm, Dispatcher Iii",C314G  ,Comm - 2Nd W (A) - Ca,Juliann,,Turner
6297,"Turner, Kenneth A_Jr",Police Officer,B625D  ,Harbor - Squad D,Kenneth,A_Jr,Turner
6746,"Turner, Raymond V",Police Officer,B765   ,Forensics - Crime Scene Investigat~,Raymond,V,Turner
6228,"Tuttle, Heidi J",Acting Police Lieutenant,A311   ,Community Outreach Unit,Heidi,J,Tuttle
7574,"Tyler, Trevor T",Police Officer,A810X  ,Hr - Department Unavailable Person~,Trevor,T,Tyler
8208,"Tyson, Ashley M",Research Evaluation Assistant,B712Y  ,"Robbery, Fugitive & Gvr Unit - Adm~",Ashley,M,Tyson
4852,"Umpleby, Dale W",Police Officer,B122V  ,North Pct 2Nd W - B/N Relief,Dale,W,Umpleby
6268,"Underwood, Yvonne A.",Police Lieutenant,B721   ,Dv - Domestic Violence Unit,Yvonne,A,Underwood
6307,"Upton, Nathaniel L",Police Lieutenant,C121   ,Training - Advanced Unit,Nathaniel,L,Upton
8397,"Vaaga, Joshua S",Police Officer,B181A  ,Crg - Squad 81A,Joshua,S,Vaaga
6799,"Vaca, Raul",Police Officer,B112S  ,West Pct 2Nd W - Special Beats,Raul,,Vaca
7355,"Valenzuela, Jesus R._Jr",Manager Iii,B761   ,Forensic Digital Imaging,Jesus,R._Jr,Valenzuela
8058,"Vandegrift, Heather L",Latent Print Supervisor,B763E  ,Latent Prints - Squad B,Heather,L,Vandegrift
8555,"Vandenberg, David A",Police Officer,B231T  ,South Pct 1St W - R/S Relief,David,A,Vandenberg
7343,"Vandyke, Jerry A.",Marine Equipment Servicer,B625S  ,Harbor - Support,Jerry,A,Vandyke
7228,"Vandyke, Kelly F",Community Service Officer Supervisor,A311K  ,Community Service Office - Squad B,Kelly,F,Vandyke
7243,"Vanloo, Carl I",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Carl,I,Vanloo
8526,"Vanpatter, Darin R",Police Officer,B122L  ,North Pct 2Nd W - Lincoln,Darin,R,Vanpatter
8358,"Vanruth, Colette A",Police Officer,B232V  ,South Pct 2Nd W - Ocean Relief,Colette,A,Vanruth
8053,"Vantine, Levi M",Communications Dispatcher Supervisor,C314E  ,Comm - 1St W (E) - Cc,Levi,M,Vantine
8602,"Vega, Henry",Police Officer,B233S  ,South Pct 3Rd W - Sam,Henry,,Vega
6558,"Velasco, Yolanda Francisc",Admin Specialist I,C511A  ,Records - Day Shift,Yolanda,Francisc,Velasco
8308,"Velasquez, Ricardo M",Police Officer,B113Q  ,West Pct 3Rd W - Queen,Ricardo,M,Velasquez
6349,"Velliquette, John W_Jr",Police Officer,A810X  ,Hr - Department Unavailable Person~,John,W_Jr,Velliquette
7680,"Velliquette, Joshua J",Police Officer,B181D  ,Crg - Squad 81D,Joshua,J,Velliquette
7012,"Verbonus, Jennifer Lynn",Admin Specialist Ii,B763F  ,Latent Prints - Squad C,Jennifer,Lynn,Verbonus
7795,"Vergara, Sergio A",Police Officer,B182D  ,Crg - Squad 82D,Sergio,A,Vergara
8775,"Vergara, Taylor L",Police Student Officer,C125F  ,Training - Field Training Squad,Taylor,L,Vergara
4329,"Verhaar, Peter A",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Peter,A,Verhaar
7756,"Verhaar, Tyler J.",Police Officer,A810X  ,Hr - Department Unavailable Person~,Tyler,J,Verhaar
6387,"Verhoff, Jason L",Police Lieutenant,C125   ,Training Administration Unit,Jason,L,Verhoff
8726,"Vernon, Stephen M",Police Officer,B112V  ,West Pct 2Nd W - D/M Relief,Stephen,M,Vernon
8054,"Vi, Kasanita E","Police Comm, Dispatcher Ii",C314O  ,Comm - 3Rd W (C) - Cb,Kasanita,E,Vi
5461,"Villa, Maria Celina",Executive Assistant,B600Y  ,Special Ops Bureau - Administratio~,Maria,Celina,Villa
7575,"Virgilio, Michael T",Police Officer,B621C  ,Swat - Night Squad 1,Michael,T,Virgilio
7364,"Voegele, Bonnie J.",Manager Ii,C510   ,Records Section,Bonnie,J,Voegele
8081,"Voelker, Samuel R",Police Comm Dispatcher I,C314N  ,Comm - 3Rd W (B) - Ca,Samuel,R,Voelker
5888,"Vogt, Yvonne Marie","Evidence Warehouser, Sr",B762B  ,Evidence Warehouse - Squad B,Yvonne,Marie,Vogt
8059,"Vonaschen-Cook, Miriam Z",Strategic Advisor Ii,C050A  ,Data Analytics Support,Miriam,Z,Vonaschen-Cook
5853,"Vradenburg, Sam",Police Officer Detective,B712S  ,Robbery Squad B,Sam,,Vradenburg
6101,"Vwich, Yanal",Police Sergeant,B242W  ,East Pct 2Nd W - Charlie Relief,Yanal,,Vwich
7535,"Wade, Jeremy M",Police Officer,A090A  ,Cop - Wellness Unit - Team A,Jeremy,M,Wade
8632,"Wagner, Seth W",Police Officer,B112D  ,West Pct 2Nd W - David,Seth,W,Wagner
6311,"Waldorf, Kirk  M",Police Sergeant,B621C  ,Swat - Night Squad 1,Kirk,M,Waldorf
6950,"Waldorf, Shannon M",Police Officer Detective,B722B  ,Sau Squad B,Shannon,M,Waldorf
7207,"Walker, Jennifer Kaili",Identification Technician,B763G  ,Tenprint - Day Shift,Jennifer,Kaili,Walker
7812,"Wallace, Jordan D",Police Comm Dispatcher I,C314G  ,Comm - 2Nd W (A) - Ca,Jordan,D,Wallace
8362,"Wallace, Jordan R",Police Officer,B122L  ,North Pct 2Nd W - Lincoln,Jordan,R,Wallace
6969,"Walsh, Ian P",Police Officer,B232V  ,South Pct 2Nd W - Ocean Relief,Ian,P,Walsh
6986,"Walter, Eric D",Police Officer,A810X  ,Hr - Department Unavailable Person~,Eric,D,Walter
6355,"Walter, Katrina K.",Police Officer,B241T  ,East Pct 1St W - E/G Relief (Charl~,Katrina,K,Walter
8739,"Walters, Patrick T",Police Officer Probation,B123V  ,North Pct 3Rd W - B/N Relief,Patrick,T,Walters
6166,"Waltier, Scott Barry",Police Officer,B632D  ,Traf - Motorcycle - T4 Squad,Scott,Barry,Waltier
7199,"Ward, Brian J",Parking Enfor Officer,B637A  ,Parking Enforcement - P1 Squad,Brian,J,Ward
7603,"Ward, Daniel B",Police Officer,B181E  ,Crg - Squad 81E,Daniel,B,Ward
6694,"Ward, Randal M",Police Sergeant,B632D  ,Traf - Motorcycle - T4 Squad,Randal,M,Ward
7659,"Wareing, Elizabeth M",Police Officer Detective,B711E  ,Homicide - Bias Crimes,Elizabeth,M,Wareing
6162,"Warner, Alfred R",Police Sergeant,B781S  ,Human Trafficking - Special Projec~,Alfred,R,Warner
8389,"Warnock, David S",Police Officer,B181B  ,Crg - Squad 81B,David,S,Warnock
8112,"Warren Sakamoto, Naidene",Personnel Specialist Trainee,A820C  ,Hr - Personnel Records And Benefit~,Sakamoto,Naidene,Warren
8264,"Warren, Tyler","Police Comm, Dispatcher Ii",C314F  ,Comm - 1St W (F) - Cc,Tyler,,Warren
7269,"Washington, Audrey Lavett",Police Comm Dispatcher I,C314O  ,Comm - 3Rd W (C) - Cb,Audrey,Lavett,Washington
7987,"Washington, Kajhyla A",Admin Staff Assistant,A611A  ,Legal - Support Team,Kajhyla,A,Washington
6351,"Washington, Maurice",Police Officer Detective,B781A  ,Human Trafficking - Squad A,Maurice,,Washington
5143,"Washington, Michael R",Police Officer,A810X  ,Hr - Department Unavailable Person~,Michael,R,Washington
7696,"Washington, Quindelia P",Police Officer,B781I  ,Icac - Internet Crimes Against Chi~,Quindelia,P,Washington
8197,"Washington, Roseann T",Police Comm Dispatcher I,C314D  ,Comm - 1St W (D) - Cb,Roseann,T,Washington
7339,"Waterman, Suzanne M",Parking Enfor Officer,B637F  ,Parking Enforcement - P6 Squad,Suzanne,M,Waterman
6287,"Waters, Donald L",Police Officer Detective,B711A  ,Homicide Squad A,Donald,L,Waters
5160,"Watson, Michael R",Police Lieutenant,B242   ,East Pct 2Nd W,Michael,R,Watson
8611,"Weismiller, Shawn P",Police Officer,B112Q  ,West Pct 2Nd W - Queen,Shawn,P,Weismiller
8793,"Weiss, Jeremy D",Police Student Officer,C125F  ,Training - Field Training Squad,Jeremy,D,Weiss
6689,"Welborn, Brad",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Brad,,Welborn
7431,"Welch, John A",Police Officer,B232T  ,South Pct 2Nd W - R/S Relief,John,A,Welch
7340,"Wells, Susan E",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,Susan,E,Wells
